File Name,nop,move,move-wide,move-object,move-result,move-result-wide,move-result-object,move-exception,return-void,return ,return-wide,return-object,const,const-wide,const-string,const-class,monitor-enter,monitor-exit,check-cast,instance-of,array-length,new-instance,new-array,filled-new-array,filled-new-array-range,fill-array-data,throw,goto,packed-switch,sparse-switch,cmpl-float,cmpg-float,cmpl-double ,cmp-long,if-ne,if-lt,if-ge,if-gt,if-le,if-eqz,if-nez,if-ltz,if-gez,if-gtz,if-lez,unused_3E,unused_3F,unused_40,unused_41,unused_42,unused_43,aget,aget-wide,aget-object,aget-boolean,aget-byte,aget-char,aget-short,aput,aput-wide,aput-object,aput-boolean,aput-byte,aput-char,aput-short,iget,iget-wide,iget-object,iget-boolean,iget-byte,iget-char,iget-short,iput,iput-wide,iput-object,iput-boolean,iput-byte,iput-char,iput-short,sget,sget-wide,sget-object,sget-boolean,sget-byte,sget-char,sget-short,sput,sput-wide,sput-object,sput-boolean,sput-byte,sput-char,sput-short,invoke-virtual,invoke-super,invoke-direct,invoke-static,invoke-interface,unused_73,invoke-interface-range,unused_79,unused_7A,neg-int,not-int,neg-long,not-long,neg-float,neg-double,int-to-long,int-to-float,int-to-double,long-to-int ,long-to-float,long-to-double,float-to-int,float-to-long,float-to-double,double-to-int,double-to-long,double-to-float,int-to-byte,int-to-char,int-to-short,add-long,sub-long,mul-long,div-long,rem-long,and-long,or-long,xor-long,shl-long,shr-long,ushr-long,add-float,sub-float,mul-float,div-float,rem-float,add-double,sub-double,mul-double,div-double,rem-double,mul-int,rem-int,and-int,or-int,xor-int,rem-int,and-int,or-int,xor-int,shl-int,shr-int,ushr-int,unused_E3,execute-inline,invoke-direct-empty,iget-quick,iget-wide-quick,iget-object-quick,iput-quick,iput-wide-quick,iput-object-quick,invoke-virtual-quick,invoke-super-quick,Family
005b46f64c266bc14ced91703b28c2411f2f4e4e19cae9f3883d385cb27d7642,2,22,0,358,109,9,453,20,116,0,2,30,157,5,263,4,0,0,57,0,0,179,1,0,0,0,3,77,3,0,0,0,0,0,14,3,1,0,0,61,30,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,214,2,0,0,0,7,0,60,6,0,0,0,1,0,25,3,0,0,0,1,0,11,2,0,0,0,554,6,253,163,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FakeInstaller
005ec0b94643dbdb4258a4c27851ba4f8cb9694d7fb6a8457d7f2578692a9a42,8,241,2,1236,787,79,3595,272,479,0,27,272,1317,58,2428,65,47,96,260,0,19,935,38,0,0,1,79,688,14,9,1,0,0,30,100,11,69,8,32,520,230,26,6,8,78,0,0,0,0,0,0,1,0,48,1,8,8,0,6,0,56,2,6,5,0,161,11,2252,27,0,0,0,118,14,743,52,0,0,0,24,0,355,2,0,0,0,23,0,175,3,0,0,0,4703,47,1128,1432,601,0,0,0,0,0,0,0,0,0,0,35,2,2,0,0,0,0,0,0,2,0,0,4,3,0,1,14,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,29,5,10,3,0,5,10,3,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,GinMaster
00621e015191863041e78726b863b7e1374b17fda690367878d1272b0e44b232,14,389,22,585,784,60,2352,358,738,0,10,330,1448,87,1956,19,0,0,168,2,55,802,70,0,0,9,18,1008,26,2,0,0,0,15,75,64,32,10,43,624,341,11,9,13,40,0,0,0,0,0,0,71,0,36,0,63,6,1,48,0,59,0,36,0,2,289,16,1609,27,1,0,0,266,19,755,73,1,0,0,16,17,268,16,0,6,0,17,24,158,25,0,6,0,3117,55,1238,1321,349,0,0,0,0,2,0,0,0,2,0,12,27,15,0,0,0,1,0,6,11,0,0,26,25,1,6,5,3,3,3,7,0,0,0,7,0,3,1,10,7,0,2,0,5,5,0,25,18,46,11,10,18,46,11,10,19,6,11,0,0,0,0,0,0,0,0,0,0,0,DroidKungFu
00696116790f5c398de19e9184da0b32ac011bc30e9c18e14ca8ffd2c3dec7b8,0,86,0,948,89,0,88,8,30,0,0,7,134,0,214,2,0,0,28,0,0,289,0,0,0,0,6,78,3,0,0,0,0,0,5,1,1,0,0,71,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,198,0,0,0,0,3,0,24,0,0,0,0,0,0,61,0,0,0,0,0,0,2,0,0,0,0,380,5,310,22,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FakeInstaller
00725fec93b53efbfb3d63d609b25cd2e630c42357b4dac15ecb775ebcc65a0c,9,231,2,1178,784,79,3578,272,474,0,27,283,1318,58,2367,65,47,96,259,0,19,927,38,0,0,1,79,686,14,9,1,0,0,30,100,11,69,8,32,514,212,26,6,8,76,0,0,0,0,0,0,1,0,48,1,8,8,0,6,0,56,2,6,5,0,161,11,2179,28,0,0,0,117,14,726,52,0,0,0,24,0,375,2,0,0,0,23,0,179,3,0,0,0,4621,47,1120,1447,597,0,0,0,0,0,0,0,0,0,0,35,2,2,0,0,0,0,0,0,2,0,0,4,3,0,1,14,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,29,5,10,3,0,5,10,3,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,GinMaster
0080470cca6e2459852d2e39a0d8943a9b03b3f31cebcc61e8a2c738ad09a53a,0,78,0,955,81,0,75,8,30,0,0,7,114,0,195,2,0,0,20,0,0,291,0,0,0,0,6,77,3,0,0,0,0,0,3,0,0,0,0,72,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,189,0,0,0,0,3,0,25,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,0,361,5,312,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FakeInstaller
008cd5abdf32debe0be75b66bf0bcde08c96e62cf77b4fc857ad0b201fcab808,6,146,6,804,307,31,926,63,245,0,7,71,732,28,646,12,0,0,114,0,2,271,37,0,0,19,7,221,6,0,0,0,0,10,40,15,5,0,0,171,87,2,5,2,34,0,0,0,0,0,0,10,0,30,0,0,0,0,0,0,56,0,0,0,0,41,9,583,19,0,0,0,48,10,217,45,0,0,0,7,5,128,12,0,0,0,4,6,37,24,0,0,0,1377,24,420,390,294,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DroidKungFu
00c8de6b31090c32b65f8c30d7227488d2bce5353b31bedf5461419ff463072d,2,48,0,682,160,9,665,23,140,0,2,37,203,7,320,4,0,0,85,0,0,262,2,0,0,0,2,100,4,0,0,0,0,0,17,4,1,0,0,88,36,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,0,350,5,0,0,0,14,0,83,14,0,0,0,1,0,47,3,0,0,0,2,0,21,4,0,0,0,798,6,358,223,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FakeInstaller
00ceaa5f8f9be7a9ce5ffe96b5b6fb2e7e73ad87c2f023db9fa399c40ac59b62,53,1155,56,3556,2777,271,10054,758,2407,0,74,2413,5034,234,4722,508,50,102,925,177,437,2759,299,0,0,29,549,3390,72,12,5,0,0,48,568,382,361,98,131,2193,1412,61,55,20,132,0,0,0,0,0,0,148,2,197,1,259,130,1,206,5,301,1,231,153,1,1328,81,5762,238,0,12,0,737,68,1953,301,0,5,0,51,29,2332,51,0,0,0,32,12,649,31,0,0,0,13134,94,4199,2690,1833,0,0,0,0,13,0,3,0,0,0,54,16,8,0,1,10,16,0,1,7,7,3,124,74,4,40,9,21,21,7,0,2,0,4,3,0,1,0,17,0,0,0,0,6,4,0,68,9,379,201,31,9,379,201,31,131,161,24,0,0,0,0,0,0,0,0,0,0,0,Plankton
00cf11a8b905e891a454e5b3fcae41f3ed405e3c5d0f9c1fce310de4a88c42d0,2,103,0,170,368,15,1040,100,293,0,0,43,663,17,639,7,2,4,74,1,32,397,18,0,0,4,8,308,10,0,0,0,0,0,39,25,8,5,13,126,126,8,7,3,7,0,0,0,0,0,0,4,0,25,0,41,0,0,2,0,14,0,69,0,0,88,1,1107,37,0,0,0,61,2,303,45,0,0,0,7,1,40,3,0,0,0,4,2,19,2,0,0,0,1761,14,546,278,232,0,0,0,0,4,0,0,0,0,0,9,18,1,0,0,2,0,0,0,1,0,0,11,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,4,2,0,0,1,1,0,0,11,7,43,7,0,7,43,7,0,9,16,0,0,0,0,0,0,0,0,0,0,0,0,DroidKungFu
00d878739873b7ef94786acbd3fa334f3c038e1b0370e2428cb476d836fb9b2c,34,952,71,1981,2058,87,4087,523,1096,0,11,341,4116,192,3614,30,26,52,372,9,76,1435,172,5,0,20,57,1965,47,8,18,14,0,25,256,115,104,16,39,1699,722,22,15,23,94,0,0,0,0,0,0,40,5,123,0,106,1,2,51,3,323,0,337,0,4,672,60,3238,127,6,0,0,367,51,907,192,6,0,0,149,10,505,45,16,0,4,66,15,205,54,22,0,4,6524,146,2119,2824,496,0,0,0,0,0,0,0,0,6,0,29,95,33,0,1,1,69,0,8,47,0,14,33,4,12,12,16,5,2,3,8,0,0,0,7,0,14,26,73,49,0,5,1,34,3,0,48,5,46,18,1,5,46,18,1,32,6,5,0,0,0,0,0,0,0,0,0,0,0,DroidKungFu
00e22cd46231f1f930e5a7ceb0f1a4f7cf600102db85e55c9e31da95dae55a4e,55,998,24,3932,3203,274,11219,1121,2493,0,76,2333,6958,224,5462,526,133,267,1123,181,455,2748,386,1,0,29,757,3906,81,17,2,1,0,58,614,427,342,93,144,2761,1712,63,65,17,134,0,0,0,0,0,0,158,2,252,1,282,120,1,209,14,409,1,1007,143,1,1426,86,6713,332,0,12,0,852,80,2250,358,0,5,0,52,27,2315,48,0,0,0,37,10,583,36,0,0,0,15280,111,4101,2633,1796,0,0,0,0,13,0,3,0,2,0,40,29,2,0,1,6,24,0,12,6,3,3,129,64,4,24,17,17,4,1,0,2,0,4,3,0,3,4,24,12,0,4,0,2,3,0,46,5,397,203,30,5,397,203,30,136,160,32,0,0,0,0,0,0,0,0,0,0,0,Plankton
00ed8f76dc592d928b3639e44eac7615c928cdca3c85097738f608f1327741ad,2,22,0,363,109,9,455,20,116,0,2,30,157,5,264,4,0,0,57,0,0,180,1,0,0,0,3,77,3,0,0,0,0,0,14,3,1,0,0,60,31,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,213,2,0,0,0,7,0,60,6,0,0,0,1,0,25,3,0,0,0,1,0,11,2,0,0,0,556,6,254,164,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FakeInstaller
00f11f51a89f2487a112ddebc079757933ed5d49104febc09eabb86c91b69433,83,3566,138,6030,5468,459,11006,1807,3523,0,60,1393,10533,418,7731,104,141,297,963,78,294,3880,824,1,0,183,290,6024,145,69,33,25,0,132,673,300,334,68,238,4200,1840,80,92,94,356,0,0,0,0,0,0,158,0,197,14,273,130,4,319,0,888,10,364,129,8,2222,235,9453,401,24,0,23,1471,182,2991,595,19,0,14,143,22,1610,48,16,6,4,106,36,587,75,22,12,4,17847,297,5985,6751,1858,0,0,0,0,16,0,0,0,13,0,114,374,47,0,3,1,95,0,12,44,4,21,94,60,33,36,66,14,24,2,13,0,0,0,10,1,140,95,187,78,0,3,1,52,10,0,192,20,195,72,3,20,195,72,3,122,43,26,0,0,0,0,0,0,0,0,0,0,0,DroidKungFu
00fb209d9f9f1b68b4e13076b555ca1a6da4482f5d1c9af189704e5b5195a09e,61,916,7,1350,2822,125,10197,496,2178,0,66,2305,5528,96,3745,478,22,46,1141,194,407,2515,327,0,0,74,507,3399,87,13,1,1,0,29,683,351,384,79,136,2240,1362,46,46,36,210,0,0,0,0,0,0,143,2,221,1,222,110,1,228,2,591,1,198,133,1,1281,66,5272,166,0,12,0,680,41,1673,186,0,5,0,20,11,2323,4,0,0,0,7,4,468,10,0,0,0,14076,88,3724,2088,1564,0,0,0,0,13,0,3,0,0,0,26,11,6,0,2,2,7,0,7,7,3,5,103,50,4,11,7,5,2,0,0,2,0,4,3,0,5,2,10,1,0,0,0,4,0,0,35,2,352,178,29,2,352,178,29,113,148,13,0,0,0,0,0,0,0,0,0,0,0,Plankton
010174a982ff9262e95d779779d7be32fddc57f08d17dbd49e0bc31bbbc4e6bc,2,27,1,409,99,4,390,14,94,0,0,28,150,5,174,4,0,0,52,0,0,146,3,0,0,0,1,63,3,0,0,0,0,0,9,1,3,0,0,46,29,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,5,0,219,3,0,0,0,6,0,59,8,0,0,0,1,0,24,3,0,0,0,1,0,10,2,0,0,0,522,6,220,84,51,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FakeInstaller
0111366c67c96088fa880163a54b42639c9b3dadc46f27f68ac56a846e868672,3,47,3,319,67,9,178,16,60,0,1,6,252,13,268,0,0,0,19,0,10,54,9,0,0,2,0,43,2,0,0,0,0,1,21,5,1,2,5,21,22,1,1,0,8,0,0,0,0,0,0,1,0,27,0,0,0,0,0,0,131,0,0,0,0,23,2,146,0,0,0,0,25,3,71,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,249,1,124,80,23,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FakeInstaller
011ab1e277af208d7c369781696abf9c05052cabf36b592e2dd452c6dc3a9a51,2,44,0,774,130,9,532,16,119,0,2,27,158,7,267,4,0,0,52,0,0,254,2,0,0,0,2,70,3,0,0,0,0,0,14,5,1,0,0,54,45,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,241,3,0,0,0,10,0,51,8,0,0,0,1,0,28,3,0,0,0,1,0,8,2,0,0,0,705,6,336,175,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FakeInstaller
011d701664005b060f1392c3e7f3386cf5711bac825a52f810144f0394b017cf,48,1389,74,1921,2278,158,5666,1061,1853,0,27,846,5232,405,3883,178,66,148,568,89,138,2225,265,0,0,33,237,3158,82,27,17,14,0,123,343,161,145,34,86,1879,998,64,27,34,127,0,0,0,0,0,0,143,4,111,1,135,44,2,144,3,421,3,258,10,4,893,63,3943,166,2,71,0,636,53,1444,271,1,15,0,114,36,1038,41,11,6,2,77,48,471,59,14,6,2,8360,126,3445,3512,911,0,0,0,0,7,0,0,0,10,0,21,124,38,0,1,0,18,4,9,44,2,1,82,38,8,16,24,4,5,3,99,0,2,15,14,2,13,17,37,33,0,6,2,34,6,0,73,31,150,53,19,31,150,53,19,77,51,25,0,0,0,0,0,0,0,0,0,0,0,DroidKungFu
016aec03709187081a8b65d324c905d640f086749b440d135c3f3f0ddb8a137d,49,644,6,1168,2345,213,8002,539,2039,0,76,2202,4267,125,2170,469,100,204,865,177,410,1966,260,0,0,22,591,2999,70,12,13,9,0,39,540,358,356,87,128,1961,1264,44,47,30,128,0,0,0,0,0,0,190,2,187,1,226,110,1,243,2,273,1,198,133,1,1569,130,4988,187,16,12,0,770,77,1454,196,9,5,0,29,15,1787,36,0,0,0,10,8,390,15,0,0,0,10660,74,3158,1501,1580,0,0,0,0,15,0,3,0,0,0,30,83,32,0,1,3,1,0,8,4,3,30,101,56,4,15,16,7,2,0,0,2,0,4,3,0,48,18,39,17,0,16,2,26,7,0,37,3,362,175,29,3,362,175,29,114,150,13,0,0,0,0,0,0,0,0,0,0,0,Plankton
017597800ffa7a61b202eab6200364b098d2a55742442f8d7f8a74ca62c07f73,0,84,0,945,91,0,87,8,30,0,0,7,129,0,222,2,0,0,27,0,0,287,0,0,0,0,6,78,3,0,0,0,0,0,5,0,0,0,0,73,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,199,0,0,0,0,3,0,24,0,0,0,0,0,0,63,0,0,0,0,0,0,3,0,0,0,0,379,5,308,24,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FakeInstaller
